settlement_date,settlement_period,fuel_type,source,generation_mw
2026-07-24,28,WIND,elexon,6083
2026-07-24,28,WIND,neso,5894.0
2026-07-24,29,WIND,elexon,5947
2026-07-24,29,WIND,neso,5882.0
2026-07-24,30,WIND,elexon,5894
2026-07-24,30,WIND,neso,5845.0
2026-07-24,31,WIND,elexon,5882
2026-07-24,31,WIND,neso,5784.0
2026-07-24,32,WIND,elexon,5845
2026-07-24,32,WIND,neso,5798.0
2026-07-24,33,WIND,elexon,5784
2026-07-24,33,WIND,neso,5841.0
2026-07-24,34,WIND,elexon,5798
2026-07-24,34,WIND,neso,5986.0
2026-07-24,35,WIND,elexon,5841
2026-07-24,35,WIND,neso,5863.0
2026-07-24,36,WIND,elexon,5986
2026-07-24,36,WIND,neso,5759.0
2026-07-24,37,WIND,elexon,5863
2026-07-24,37,WIND,neso,5606.0
2026-07-24,38,WIND,elexon,5759
2026-07-24,38,WIND,neso,5594.0
2026-07-24,39,WIND,elexon,5606
2026-07-24,39,WIND,neso,6086.0
2026-07-24,40,WIND,elexon,5594
2026-07-24,40,WIND,neso,6516.0
2026-07-24,41,WIND,elexon,6086
2026-07-24,41,WIND,neso,6732.0
2026-07-24,42,WIND,elexon,6516
2026-07-24,42,WIND,neso,6917.0
2026-07-24,43,WIND,elexon,6732
2026-07-24,43,WIND,neso,7137.0
2026-07-24,44,WIND,elexon,6917
2026-07-24,44,WIND,neso,7443.0
2026-07-24,45,WIND,elexon,7137
2026-07-24,45,WIND,neso,7661.0
2026-07-24,46,WIND,elexon,7443
2026-07-24,46,WIND,neso,7581.0
2026-07-24,47,WIND,elexon,7661
2026-07-24,47,WIND,neso,7045.0
2026-07-24,48,WIND,elexon,7581
2026-07-24,48,WIND,neso,6525.0
2026-07-25,1,WIND,elexon,7045
2026-07-25,1,WIND,neso,6418.0
2026-07-25,2,WIND,elexon,6525
2026-07-25,2,WIND,neso,6320.0
2026-07-25,3,WIND,elexon,6418
2026-07-25,3,WIND,neso,6626.0
2026-07-25,4,WIND,elexon,6320
2026-07-25,4,WIND,neso,6600.0
2026-07-25,5,WIND,elexon,6626
2026-07-25,5,WIND,neso,6414.0
2026-07-25,6,WIND,elexon,6600
2026-07-25,6,WIND,neso,6361.0
2026-07-25,7,WIND,elexon,6414
2026-07-25,7,WIND,neso,6064.0
2026-07-25,8,WIND,elexon,6361
2026-07-25,8,WIND,neso,6120.0
2026-07-25,9,WIND,elexon,6064
2026-07-25,9,WIND,neso,6255.0
2026-07-25,10,WIND,elexon,6120
2026-07-25,10,WIND,neso,6516.0
2026-07-25,11,WIND,elexon,6255
2026-07-25,11,WIND,neso,6617.0
2026-07-25,12,WIND,elexon,6516
2026-07-25,12,WIND,neso,7257.0
2026-07-25,13,WIND,elexon,6617
2026-07-25,13,WIND,neso,8057.0
2026-07-25,14,WIND,elexon,7257
2026-07-25,14,WIND,neso,8537.0
2026-07-25,15,WIND,elexon,8057
2026-07-25,15,WIND,neso,8805.0
2026-07-25,16,WIND,elexon,8537
2026-07-25,16,WIND,neso,9074.0
2026-07-25,17,WIND,elexon,8805
2026-07-25,17,WIND,neso,9026.0
2026-07-25,18,WIND,elexon,9074
2026-07-25,18,WIND,neso,10043.0
2026-07-25,19,WIND,elexon,9026
2026-07-25,19,WIND,neso,11077.0
2026-07-25,20,WIND,elexon,10043
2026-07-25,20,WIND,neso,11340.0
2026-07-25,21,WIND,elexon,11077
2026-07-25,21,WIND,neso,11336.0
2026-07-25,22,WIND,elexon,11340
2026-07-25,22,WIND,neso,11482.0
2026-07-25,23,WIND,elexon,11336
2026-07-25,23,WIND,neso,11532.0
2026-07-25,24,WIND,elexon,11482
2026-07-25,24,WIND,neso,11037.0
2026-07-25,25,WIND,elexon,11532
2026-07-25,25,WIND,neso,10852.0
2026-07-25,26,WIND,elexon,11037
2026-07-25,26,WIND,neso,11041.0
2026-07-25,27,WIND,elexon,10852
2026-07-25,27,WIND,neso,11059.0
2026-07-25,28,WIND,elexon,11041
2026-07-25,28,WIND,neso,10944.0
2026-07-25,29,WIND,elexon,11059
2026-07-25,29,WIND,neso,10788.0
2026-07-25,30,WIND,elexon,10944
2026-07-25,30,WIND,neso,10759.0
2026-07-25,31,WIND,elexon,10788
2026-07-25,31,WIND,neso,10956.0
2026-07-25,32,WIND,elexon,10759
2026-07-25,32,WIND,neso,11136.0
2026-07-25,33,WIND,elexon,10956
2026-07-25,33,WIND,neso,11023.0
2026-07-25,34,WIND,elexon,11136
2026-07-25,34,WIND,neso,11359.0
2026-07-25,35,WIND,elexon,11023
2026-07-25,35,WIND,neso,10532.0
2026-07-25,36,WIND,elexon,11359
2026-07-25,36,WIND,neso,9732.0
2026-07-25,37,WIND,elexon,10532
2026-07-25,37,WIND,neso,9491.0
2026-07-25,38,WIND,elexon,9732
2026-07-25,38,WIND,neso,9390.0
2026-07-25,39,WIND,elexon,9491
2026-07-25,39,WIND,neso,8663.0
2026-07-25,40,WIND,elexon,9390
2026-07-25,40,WIND,neso,8470.0
2026-07-25,41,WIND,elexon,8663
2026-07-25,41,WIND,neso,8154.0
2026-07-25,42,WIND,elexon,8470
2026-07-25,42,WIND,neso,7577.0
2026-07-25,43,WIND,elexon,8154
2026-07-25,43,WIND,neso,7317.0
2026-07-25,44,WIND,elexon,7577
2026-07-25,44,WIND,neso,7163.0
2026-07-25,45,WIND,elexon,7317
2026-07-25,45,WIND,neso,6738.0
2026-07-25,46,WIND,elexon,7163
2026-07-25,46,WIND,neso,6510.0
2026-07-25,47,WIND,elexon,6738
2026-07-25,47,WIND,neso,6495.0
2026-07-25,48,WIND,elexon,6510
2026-07-25,48,WIND,neso,6815.0
2026-07-26,1,WIND,elexon,6495
2026-07-26,1,WIND,neso,6341.0
2026-07-26,2,WIND,elexon,6815
2026-07-26,2,WIND,neso,6449.0
2026-07-26,3,WIND,elexon,6341
2026-07-26,3,WIND,neso,7074.0
2026-07-26,4,WIND,elexon,6449
2026-07-26,4,WIND,neso,7044.0
2026-07-26,5,WIND,elexon,7074
2026-07-26,5,WIND,neso,7239.0
2026-07-26,6,WIND,elexon,7044
2026-07-26,6,WIND,neso,7579.0
2026-07-26,7,WIND,elexon,7239
2026-07-26,7,WIND,neso,7528.0
2026-07-26,8,WIND,elexon,7579
2026-07-26,8,WIND,neso,7760.0
2026-07-26,9,WIND,elexon,7528
2026-07-26,9,WIND,neso,8443.0
2026-07-26,10,WIND,elexon,7760
2026-07-26,10,WIND,neso,8964.0
2026-07-26,11,WIND,elexon,8443
2026-07-26,11,WIND,neso,8890.0
2026-07-26,12,WIND,elexon,8964
2026-07-26,12,WIND,neso,8816.0
2026-07-26,13,WIND,elexon,8890
2026-07-26,13,WIND,neso,8851.0
2026-07-26,14,WIND,elexon,8816
2026-07-26,14,WIND,neso,9032.0
2026-07-26,15,WIND,elexon,8851
2026-07-26,15,WIND,neso,9391.0
2026-07-26,16,WIND,elexon,9032
2026-07-26,16,WIND,neso,9590.0
2026-07-26,17,WIND,elexon,9391
2026-07-26,17,WIND,neso,9919.0
2026-07-26,18,WIND,elexon,9590
2026-07-26,18,WIND,neso,10089.0
2026-07-26,19,WIND,elexon,9919
2026-07-26,19,WIND,neso,10178.0
2026-07-26,20,WIND,elexon,10089
2026-07-26,20,WIND,neso,10447.0
2026-07-26,21,WIND,elexon,10178
2026-07-26,21,WIND,neso,10824.0
2026-07-26,22,WIND,elexon,10447
2026-07-26,22,WIND,neso,10452.0
2026-07-26,23,WIND,elexon,10824
2026-07-26,23,WIND,neso,10172.0
2026-07-26,24,WIND,elexon,10452
2026-07-26,24,WIND,neso,10154.0
2026-07-26,25,WIND,elexon,10172
2026-07-26,25,WIND,neso,10269.0
2026-07-26,26,WIND,elexon,10154
2026-07-26,26,WIND,neso,10280.0
2026-07-26,27,WIND,elexon,10269
2026-07-26,27,WIND,neso,10210.0
2026-07-26,28,WIND,elexon,10280
2026-07-26,28,WIND,neso,9729.0
2026-07-26,29,WIND,elexon,10210
2026-07-26,29,WIND,neso,9340.0
2026-07-26,30,WIND,elexon,9729
2026-07-26,30,WIND,neso,9452.0
2026-07-26,31,WIND,elexon,9340
2026-07-26,31,WIND,neso,9005.0
2026-07-26,32,WIND,elexon,9452
2026-07-26,32,WIND,neso,9019.0
2026-07-26,33,WIND,elexon,9005
2026-07-26,33,WIND,neso,8622.0
2026-07-26,34,WIND,elexon,9019
2026-07-26,34,WIND,neso,8483.0
2026-07-26,35,WIND,elexon,8622
2026-07-26,35,WIND,neso,8688.0
2026-07-26,36,WIND,elexon,8483
2026-07-26,36,WIND,neso,8705.0
2026-07-26,37,WIND,elexon,8688
2026-07-26,37,WIND,neso,8541.0
2026-07-26,38,WIND,elexon,8705
2026-07-26,38,WIND,neso,8074.0
2026-07-26,39,WIND,elexon,8541
2026-07-26,39,WIND,neso,7804.0
2026-07-26,40,WIND,elexon,8074
2026-07-26,40,WIND,neso,7701.0
2026-07-26,41,WIND,elexon,7804
2026-07-26,41,WIND,neso,7854.0
2026-07-26,42,WIND,elexon,7701
2026-07-26,42,WIND,neso,7881.0
2026-07-26,43,WIND,elexon,7854
2026-07-26,43,WIND,neso,8188.0
2026-07-26,44,WIND,elexon,7881
2026-07-26,44,WIND,neso,8407.0
2026-07-26,45,WIND,elexon,8188
2026-07-26,45,WIND,neso,8511.0
2026-07-26,46,WIND,elexon,8407
2026-07-26,46,WIND,neso,8676.0
2026-07-26,47,WIND,elexon,8511
2026-07-26,47,WIND,neso,9018.0
2026-07-26,48,WIND,elexon,8676
2026-07-26,48,WIND,neso,9399.0
2026-07-27,1,WIND,elexon,9018
2026-07-27,1,WIND,neso,9306.0
2026-07-27,2,WIND,elexon,9399
2026-07-27,2,WIND,neso,9055.0
2026-07-27,3,WIND,elexon,9306
2026-07-27,3,WIND,neso,8632.0
2026-07-27,4,WIND,elexon,9055
2026-07-27,4,WIND,neso,8389.0
2026-07-27,5,WIND,elexon,8632
2026-07-27,5,WIND,neso,8217.0
2026-07-27,6,WIND,elexon,8389
2026-07-27,6,WIND,neso,8026.0
2026-07-27,7,WIND,elexon,8217
2026-07-27,7,WIND,neso,7919.0
2026-07-27,8,WIND,elexon,8026
2026-07-27,8,WIND,neso,7446.0
2026-07-27,9,WIND,elexon,7919
2026-07-27,9,WIND,neso,6882.0
2026-07-27,10,WIND,elexon,7446
2026-07-27,10,WIND,neso,6560.0
2026-07-27,11,WIND,elexon,6882
2026-07-27,11,WIND,neso,6316.0
2026-07-27,12,WIND,elexon,6560
2026-07-27,12,WIND,neso,6249.0
2026-07-27,13,WIND,elexon,6316
2026-07-27,13,WIND,neso,5645.0
2026-07-27,14,WIND,elexon,6249
2026-07-27,14,WIND,neso,5391.0
2026-07-27,15,WIND,elexon,5645
2026-07-27,15,WIND,neso,5126.0
2026-07-27,16,WIND,elexon,5391
2026-07-27,16,WIND,neso,5067.0
2026-07-27,17,WIND,elexon,5126
2026-07-27,17,WIND,neso,5218.0
2026-07-27,18,WIND,elexon,5067
2026-07-27,18,WIND,neso,5770.0
2026-07-27,19,WIND,elexon,5218
2026-07-27,19,WIND,neso,5902.0
2026-07-27,20,WIND,elexon,5770
2026-07-27,20,WIND,neso,5665.0
2026-07-27,21,WIND,elexon,5902
2026-07-27,21,WIND,neso,5368.0
2026-07-27,22,WIND,elexon,5665
2026-07-27,22,WIND,neso,5564.0
2026-07-27,23,WIND,elexon,5368
2026-07-27,23,WIND,neso,5757.0
2026-07-27,24,WIND,elexon,5564
2026-07-27,24,WIND,neso,5676.0
2026-07-27,25,WIND,elexon,5757
2026-07-27,25,WIND,neso,6301.0
2026-07-27,26,WIND,elexon,5676
2026-07-27,26,WIND,neso,6204.0
2026-07-27,27,WIND,elexon,6301
2026-07-27,27,WIND,neso,5860.0
2026-07-27,28,WIND,elexon,6204
2026-07-27,28,WIND,neso,5635.0
2026-07-27,29,WIND,elexon,5860
2026-07-27,29,WIND,neso,5722.0
2026-07-27,30,WIND,elexon,5635
2026-07-27,30,WIND,neso,5678.0
2026-07-27,31,WIND,elexon,5722
2026-07-27,31,WIND,neso,5349.0
2026-07-27,32,WIND,elexon,5678
2026-07-27,32,WIND,neso,5502.0
2026-07-27,33,WIND,elexon,5349
2026-07-27,33,WIND,neso,5742.0
2026-07-27,34,WIND,elexon,5502
2026-07-27,34,WIND,neso,5167.0
2026-07-27,35,WIND,elexon,5742
2026-07-27,35,WIND,neso,5644.0
2026-07-27,36,WIND,elexon,5167
2026-07-27,36,WIND,neso,6153.0
2026-07-27,37,WIND,elexon,5644
2026-07-27,37,WIND,neso,5842.0
2026-07-27,38,WIND,elexon,6153
2026-07-27,38,WIND,neso,5702.0
2026-07-27,39,WIND,elexon,5842
2026-07-27,39,WIND,neso,5629.0
2026-07-27,40,WIND,elexon,5702
2026-07-27,40,WIND,neso,5327.0
2026-07-27,41,WIND,elexon,5629
2026-07-27,41,WIND,neso,5147.0
2026-07-27,42,WIND,elexon,5327
2026-07-27,42,WIND,neso,4726.0
2026-07-27,43,WIND,elexon,5147
2026-07-27,43,WIND,neso,4291.0
2026-07-27,44,WIND,elexon,4726
2026-07-27,44,WIND,neso,3920.0
2026-07-27,45,WIND,elexon,4291
2026-07-27,45,WIND,neso,3957.0
2026-07-27,46,WIND,elexon,3920
2026-07-27,46,WIND,neso,3894.0
2026-07-27,47,WIND,elexon,3957
2026-07-27,47,WIND,neso,3887.0
2026-07-27,48,WIND,elexon,3894
2026-07-27,48,WIND,neso,3752.0
2026-07-28,1,WIND,elexon,3887
2026-07-28,1,WIND,neso,3556.0
2026-07-28,2,WIND,elexon,3752
2026-07-28,2,WIND,neso,3648.0
2026-07-28,3,WIND,elexon,3556
2026-07-28,3,WIND,neso,4143.0
2026-07-28,4,WIND,elexon,3648
2026-07-28,4,WIND,neso,4067.0
2026-07-28,5,WIND,elexon,4143
2026-07-28,5,WIND,neso,4117.0
2026-07-28,6,WIND,elexon,4067
2026-07-28,6,WIND,neso,4573.0
2026-07-28,7,WIND,elexon,4117
2026-07-28,7,WIND,neso,5064.0
2026-07-28,8,WIND,elexon,4573
2026-07-28,8,WIND,neso,5247.0
2026-07-28,9,WIND,elexon,5064
2026-07-28,9,WIND,neso,5636.0
2026-07-28,10,WIND,elexon,5247
2026-07-28,10,WIND,neso,6268.0
2026-07-28,11,WIND,elexon,5636
2026-07-28,11,WIND,neso,6712.0
2026-07-28,12,WIND,elexon,6268
2026-07-28,12,WIND,neso,7166.0
2026-07-28,13,WIND,elexon,6712
2026-07-28,13,WIND,neso,7816.0
2026-07-28,14,WIND,elexon,7166
2026-07-28,14,WIND,neso,8797.0
2026-07-28,15,WIND,elexon,7816
2026-07-28,15,WIND,neso,9429.0
2026-07-28,16,WIND,elexon,8797
2026-07-28,16,WIND,neso,9577.0
2026-07-28,17,WIND,elexon,9429
2026-07-28,17,WIND,neso,9544.0
2026-07-28,18,WIND,elexon,9577
2026-07-28,18,WIND,neso,9287.0
2026-07-28,19,WIND,elexon,9544
2026-07-28,19,WIND,neso,9278.0
2026-07-28,20,WIND,elexon,9287
2026-07-28,20,WIND,neso,9827.0
2026-07-28,21,WIND,elexon,9278
2026-07-28,21,WIND,neso,9561.0
2026-07-28,22,WIND,elexon,9827
2026-07-28,22,WIND,neso,9667.0
2026-07-28,23,WIND,elexon,9561
2026-07-28,23,WIND,neso,9838.0
2026-07-28,24,WIND,elexon,9667
2026-07-28,24,WIND,neso,9650.0
2026-07-28,25,WIND,elexon,9838
2026-07-28,25,WIND,neso,9445.0
2026-07-28,26,WIND,elexon,9650
2026-07-28,26,WIND,neso,9582.0
2026-07-28,27,WIND,elexon,9445
2026-07-28,27,WIND,neso,9333.0
2026-07-28,28,WIND,elexon,9582
2026-07-28,28,WIND,neso,9455.0
2026-07-28,29,WIND,elexon,9333
2026-07-28,29,WIND,neso,9613.0
2026-07-28,30,WIND,elexon,9455
2026-07-28,30,WIND,neso,9062.0
2026-07-28,31,WIND,elexon,9613
2026-07-28,31,WIND,neso,8801.0
2026-07-28,32,WIND,elexon,9062
2026-07-28,32,WIND,neso,8698.0
2026-07-28,33,WIND,elexon,8801
2026-07-28,33,WIND,neso,8147.0
2026-07-28,34,WIND,elexon,8698
2026-07-28,34,WIND,neso,7964.0
2026-07-28,35,WIND,elexon,8147
2026-07-28,35,WIND,neso,7698.0
2026-07-28,36,WIND,elexon,7964
2026-07-28,36,WIND,neso,7109.0
2026-07-28,37,WIND,elexon,7698
2026-07-28,37,WIND,neso,6740.0
2026-07-28,38,WIND,elexon,7109
2026-07-28,38,WIND,neso,6470.0
2026-07-28,39,WIND,elexon,6740
2026-07-28,39,WIND,neso,6246.0
2026-07-28,40,WIND,elexon,6470
2026-07-28,40,WIND,neso,6686.0
2026-07-28,41,WIND,elexon,6246
2026-07-28,41,WIND,neso,6672.0
2026-07-28,42,WIND,elexon,6686
2026-07-28,42,WIND,neso,6516.0
2026-07-28,43,WIND,elexon,6672
2026-07-28,43,WIND,neso,6586.0
2026-07-28,44,WIND,elexon,6516
2026-07-28,44,WIND,neso,6564.0
2026-07-28,45,WIND,elexon,6586
2026-07-28,45,WIND,neso,6939.0
2026-07-28,46,WIND,elexon,6564
2026-07-28,46,WIND,neso,6645.0
2026-07-28,47,WIND,elexon,6939
2026-07-28,47,WIND,neso,6123.0
2026-07-28,48,WIND,elexon,6645
2026-07-28,48,WIND,neso,5685.0
2026-07-29,1,WIND,elexon,6123
2026-07-29,1,WIND,neso,5481.0
2026-07-29,2,WIND,elexon,5685
2026-07-29,2,WIND,neso,5111.0
2026-07-29,3,WIND,elexon,5481
2026-07-29,3,WIND,neso,4947.0
2026-07-29,4,WIND,elexon,5111
2026-07-29,4,WIND,neso,4919.0
2026-07-29,5,WIND,elexon,4947
2026-07-29,5,WIND,neso,4771.0
2026-07-29,6,WIND,elexon,4919
2026-07-29,6,WIND,neso,4907.0
2026-07-29,7,WIND,elexon,4771
2026-07-29,7,WIND,neso,5224.0
2026-07-29,8,WIND,elexon,4907
2026-07-29,8,WIND,neso,5267.0
2026-07-29,9,WIND,elexon,5224
2026-07-29,9,WIND,neso,5016.0
2026-07-29,10,WIND,elexon,5267
2026-07-29,10,WIND,neso,4757.0
2026-07-29,11,WIND,elexon,5016
2026-07-29,11,WIND,neso,4351.0
2026-07-29,12,WIND,elexon,4757
2026-07-29,12,WIND,neso,4363.0
2026-07-29,13,WIND,elexon,4351
2026-07-29,13,WIND,neso,4387.0
2026-07-29,14,WIND,elexon,4363
2026-07-29,14,WIND,neso,4562.0
2026-07-29,15,WIND,elexon,4387
2026-07-29,15,WIND,neso,4756.0
2026-07-29,16,WIND,elexon,4562
2026-07-29,16,WIND,neso,4775.0
2026-07-29,17,WIND,elexon,4756
2026-07-29,17,WIND,neso,4763.0
2026-07-29,18,WIND,elexon,4775
2026-07-29,18,WIND,neso,4833.0
2026-07-29,19,WIND,elexon,4763
2026-07-29,19,WIND,neso,4691.0
2026-07-29,20,WIND,elexon,4833
2026-07-29,20,WIND,neso,4337.0
2026-07-29,21,WIND,elexon,4691
2026-07-29,21,WIND,neso,4162.0
2026-07-29,22,WIND,elexon,4337
2026-07-29,22,WIND,neso,4258.0
2026-07-29,23,WIND,elexon,4162
2026-07-29,23,WIND,neso,4270.0
2026-07-29,24,WIND,elexon,4258
2026-07-29,24,WIND,neso,4351.0
2026-07-29,25,WIND,elexon,4270
2026-07-29,25,WIND,neso,4115.0
2026-07-29,26,WIND,elexon,4351
2026-07-29,26,WIND,neso,3725.0
2026-07-29,27,WIND,elexon,4115
2026-07-29,27,WIND,neso,3310.0
2026-07-29,28,WIND,elexon,3725
2026-07-29,28,WIND,neso,3124.0
2026-07-29,29,WIND,elexon,3310
2026-07-29,29,WIND,neso,3007.0
2026-07-29,30,WIND,elexon,3124
2026-07-29,30,WIND,neso,3554.0
2026-07-29,31,WIND,elexon,3007
2026-07-29,31,WIND,neso,3831.0
2026-07-29,32,WIND,elexon,3554
2026-07-29,32,WIND,neso,3715.0
2026-07-29,33,WIND,elexon,3831
2026-07-29,33,WIND,neso,3770.0
2026-07-29,34,WIND,elexon,3715
2026-07-29,34,WIND,neso,3777.0
2026-07-29,35,WIND,elexon,3770
2026-07-29,35,WIND,neso,3830.0
2026-07-29,36,WIND,elexon,3777
2026-07-29,36,WIND,neso,3710.0
2026-07-29,37,WIND,elexon,3830
2026-07-29,37,WIND,neso,3688.0
2026-07-29,38,WIND,elexon,3710
2026-07-29,38,WIND,neso,3451.0
2026-07-29,39,WIND,elexon,3688
2026-07-29,39,WIND,neso,3523.0
2026-07-29,40,WIND,elexon,3451
2026-07-29,40,WIND,neso,3557.0
2026-07-29,41,WIND,elexon,3523
2026-07-29,41,WIND,neso,3630.0
2026-07-29,42,WIND,elexon,3557
2026-07-29,42,WIND,neso,3803.0
2026-07-29,43,WIND,elexon,3630
2026-07-29,43,WIND,neso,3799.0
2026-07-29,44,WIND,elexon,3803
2026-07-29,44,WIND,neso,3738.0
2026-07-29,45,WIND,elexon,3799
2026-07-29,45,WIND,neso,3595.0
2026-07-29,46,WIND,elexon,3738
2026-07-29,46,WIND,neso,3501.0
2026-07-29,47,WIND,elexon,3595
2026-07-29,47,WIND,neso,3548.0
2026-07-29,48,WIND,elexon,3501
2026-07-29,48,WIND,neso,3505.0
2026-07-30,1,WIND,elexon,3548
2026-07-30,1,WIND,neso,3127.0
2026-07-30,2,WIND,elexon,3505
2026-07-30,2,WIND,neso,2842.0
2026-07-30,3,WIND,elexon,3127
2026-07-30,3,WIND,neso,2563.0
2026-07-30,4,WIND,elexon,2842
2026-07-30,4,WIND,neso,2430.0
2026-07-30,5,WIND,elexon,2563
2026-07-30,5,WIND,neso,2376.0
2026-07-30,6,WIND,elexon,2430
2026-07-30,6,WIND,neso,2206.0
2026-07-30,7,WIND,elexon,2376
2026-07-30,7,WIND,neso,2305.0
2026-07-30,8,WIND,elexon,2206
2026-07-30,8,WIND,neso,2699.0
2026-07-30,9,WIND,elexon,2305
2026-07-30,9,WIND,neso,2961.0
2026-07-30,10,WIND,elexon,2699
2026-07-30,10,WIND,neso,3191.0
2026-07-30,11,WIND,elexon,2961
2026-07-30,11,WIND,neso,3231.0
2026-07-30,12,WIND,elexon,3191
2026-07-30,12,WIND,neso,3151.0
2026-07-30,13,WIND,elexon,3231
2026-07-30,13,WIND,neso,3330.0
2026-07-30,14,WIND,elexon,3151
2026-07-30,14,WIND,neso,3894.0
2026-07-30,15,WIND,elexon,3330
2026-07-30,15,WIND,neso,4054.0
2026-07-30,16,WIND,elexon,3894
2026-07-30,16,WIND,neso,4275.0
2026-07-30,17,WIND,elexon,4054
2026-07-30,17,WIND,neso,4416.0
2026-07-30,18,WIND,elexon,4275
2026-07-30,18,WIND,neso,4543.0
2026-07-30,19,WIND,elexon,4416
2026-07-30,19,WIND,neso,4688.0
2026-07-30,20,WIND,elexon,4543
2026-07-30,20,WIND,neso,4721.0
2026-07-30,21,WIND,elexon,4688
2026-07-30,21,WIND,neso,4921.0
2026-07-30,22,WIND,elexon,4721
2026-07-30,22,WIND,neso,5017.0
2026-07-30,23,WIND,elexon,4921
2026-07-30,23,WIND,neso,5225.0
2026-07-30,24,WIND,elexon,5017
2026-07-30,24,WIND,neso,5370.0
2026-07-30,25,WIND,elexon,5225
2026-07-30,25,WIND,neso,5587.0
2026-07-30,26,WIND,elexon,5370
2026-07-30,26,WIND,neso,5778.0
2026-07-30,27,WIND,elexon,5587
2026-07-30,27,WIND,neso,6087.0
2026-07-30,28,WIND,elexon,5778
2026-07-30,28,WIND,neso,6091.0
2026-07-30,29,WIND,elexon,6087
2026-07-30,29,WIND,neso,6039.0
2026-07-30,30,WIND,elexon,6091
2026-07-30,30,WIND,neso,5794.0
2026-07-30,31,WIND,elexon,6039
2026-07-30,31,WIND,neso,5155.0
2026-07-30,32,WIND,elexon,5794
2026-07-30,32,WIND,neso,4970.0
2026-07-30,33,WIND,elexon,5155
2026-07-30,33,WIND,neso,4998.0
2026-07-30,34,WIND,elexon,4970
2026-07-30,34,WIND,neso,5305.0
2026-07-30,35,WIND,elexon,4998
2026-07-30,35,WIND,neso,5692.0
2026-07-30,36,WIND,elexon,5305
2026-07-30,36,WIND,neso,5646.0
2026-07-30,37,WIND,elexon,5692
2026-07-30,37,WIND,neso,5290.0
2026-07-30,38,WIND,elexon,5646
2026-07-30,38,WIND,neso,4957.0
2026-07-30,39,WIND,elexon,5290
2026-07-30,39,WIND,neso,4620.0
2026-07-30,40,WIND,elexon,4957
2026-07-30,40,WIND,neso,4500.0
2026-07-30,41,WIND,elexon,4620
2026-07-30,41,WIND,neso,4356.0
2026-07-30,42,WIND,elexon,4500
2026-07-30,42,WIND,neso,4185.0
2026-07-30,43,WIND,elexon,4356
2026-07-30,43,WIND,neso,4156.0
2026-07-30,44,WIND,elexon,4185
2026-07-30,44,WIND,neso,4004.0
2026-07-30,45,WIND,elexon,4156
2026-07-30,45,WIND,neso,4037.0
2026-07-30,46,WIND,elexon,4004
2026-07-30,46,WIND,neso,4014.0
2026-07-30,47,WIND,elexon,4037
2026-07-30,47,WIND,neso,3873.0
2026-07-30,48,WIND,elexon,4014
2026-07-30,48,WIND,neso,4030.0
2026-07-31,1,WIND,elexon,3873
2026-07-31,1,WIND,neso,4159.0
2026-07-31,2,WIND,elexon,4030
2026-07-31,2,WIND,neso,4037.0
2026-07-31,3,WIND,elexon,4159
2026-07-31,3,WIND,neso,3909.0
2026-07-31,4,WIND,elexon,4037
2026-07-31,4,WIND,neso,4023.0
2026-07-31,5,WIND,elexon,3909
2026-07-31,5,WIND,neso,4079.0
2026-07-31,6,WIND,elexon,4023
2026-07-31,6,WIND,neso,4181.0
2026-07-31,7,WIND,elexon,4079
2026-07-31,7,WIND,neso,3972.0
2026-07-31,8,WIND,elexon,4181
2026-07-31,8,WIND,neso,3703.0
2026-07-31,9,WIND,elexon,3972
2026-07-31,9,WIND,neso,3574.0
2026-07-31,10,WIND,elexon,3703
2026-07-31,10,WIND,neso,3447.0
2026-07-31,11,WIND,elexon,3574
2026-07-31,11,WIND,neso,3323.0
2026-07-31,12,WIND,elexon,3447
2026-07-31,12,WIND,neso,3173.0
2026-07-31,13,WIND,elexon,3323
2026-07-31,13,WIND,neso,3353.0
2026-07-31,14,WIND,elexon,3173
2026-07-31,14,WIND,neso,3549.0
2026-07-31,15,WIND,elexon,3353
2026-07-31,15,WIND,neso,3570.0
2026-07-31,16,WIND,elexon,3549
2026-07-31,16,WIND,neso,3553.0
2026-07-31,17,WIND,elexon,3570
2026-07-31,17,WIND,neso,3434.0
2026-07-31,18,WIND,elexon,3553
2026-07-31,18,WIND,neso,3533.0
2026-07-31,19,WIND,elexon,3434
2026-07-31,19,WIND,neso,3545.0
2026-07-31,20,WIND,elexon,3533
2026-07-31,20,WIND,neso,3498.0
2026-07-31,21,WIND,elexon,3545
2026-07-31,21,WIND,neso,3489.0
2026-07-31,22,WIND,elexon,3498
2026-07-31,22,WIND,neso,3490.0
2026-07-31,23,WIND,elexon,3489
2026-07-31,23,WIND,neso,3427.0
2026-07-31,24,WIND,elexon,3490
2026-07-31,24,WIND,neso,3534.0
2026-07-31,25,WIND,elexon,3427
2026-07-31,25,WIND,neso,3737.0
2026-07-31,26,WIND,elexon,3534
2026-07-31,26,WIND,neso,3949.0
2026-07-31,27,WIND,elexon,3737
2026-07-31,27,WIND,neso,4176.0
2026-07-31,28,WIND,elexon,3949
2026-07-31,28,WIND,neso,4471.0
2026-07-31,29,WIND,elexon,4176
2026-07-31,29,WIND,neso,4654.0
2026-07-31,30,WIND,elexon,4471
2026-07-31,30,WIND,neso,4538.0
2026-07-31,31,WIND,elexon,4654
2026-07-31,31,WIND,neso,4338.0
2026-07-31,32,WIND,elexon,4538
