settlement_date,settlement_period,fuel_type,source,generation_mw
2026-06-29,24,WIND,elexon,4159
2026-06-29,24,WIND,neso,4240.0
2026-06-29,25,WIND,elexon,4202
2026-06-29,25,WIND,neso,4074.0
2026-06-29,26,WIND,elexon,4240
2026-06-29,26,WIND,neso,3866.0
2026-06-29,27,WIND,elexon,4074
2026-06-29,27,WIND,neso,4172.0
2026-06-29,28,WIND,elexon,3866
2026-06-29,28,WIND,neso,4507.0
2026-06-29,29,WIND,elexon,4172
2026-06-29,29,WIND,neso,4764.0
2026-06-29,30,WIND,elexon,4507
2026-06-29,30,WIND,neso,4684.0
2026-06-29,31,WIND,elexon,4764
2026-06-29,31,WIND,neso,4617.0
2026-06-29,32,WIND,elexon,4684
2026-06-29,32,WIND,neso,4621.0
2026-06-29,33,WIND,elexon,4617
2026-06-29,33,WIND,neso,4448.0
2026-06-29,34,WIND,elexon,4621
2026-06-29,34,WIND,neso,4237.0
2026-06-29,35,WIND,elexon,4448
2026-06-29,35,WIND,neso,4648.0
2026-06-29,36,WIND,elexon,4237
2026-06-29,36,WIND,neso,4464.0
2026-06-29,37,WIND,elexon,4648
2026-06-29,37,WIND,neso,4368.0
2026-06-29,38,WIND,elexon,4464
2026-06-29,38,WIND,neso,4207.0
2026-06-29,39,WIND,elexon,4368
2026-06-29,39,WIND,neso,3984.0
2026-06-29,40,WIND,elexon,4207
2026-06-29,40,WIND,neso,4250.0
2026-06-29,41,WIND,elexon,3984
2026-06-29,41,WIND,neso,3965.0
2026-06-29,42,WIND,elexon,4250
2026-06-29,42,WIND,neso,3979.0
2026-06-29,43,WIND,elexon,3965
2026-06-29,43,WIND,neso,3253.0
2026-06-29,44,WIND,elexon,3979
2026-06-29,44,WIND,neso,3049.0
2026-06-29,45,WIND,elexon,3253
2026-06-29,45,WIND,neso,3007.0
2026-06-29,46,WIND,elexon,3049
2026-06-29,46,WIND,neso,2652.0
2026-06-29,47,WIND,elexon,3007
2026-06-29,47,WIND,neso,2383.0
2026-06-29,48,WIND,elexon,2652
2026-06-29,48,WIND,neso,2196.0
2026-06-30,1,WIND,elexon,2383
2026-06-30,1,WIND,neso,2300.0
2026-06-30,2,WIND,elexon,2196
2026-06-30,2,WIND,neso,2639.0
2026-06-30,3,WIND,elexon,2300
2026-06-30,3,WIND,neso,2707.0
2026-06-30,4,WIND,elexon,2639
2026-06-30,4,WIND,neso,2718.0
2026-06-30,5,WIND,elexon,2707
2026-06-30,5,WIND,neso,2617.0
2026-06-30,6,WIND,elexon,2718
2026-06-30,6,WIND,neso,2709.0
2026-06-30,7,WIND,elexon,2617
2026-06-30,7,WIND,neso,2574.0
2026-06-30,8,WIND,elexon,2709
2026-06-30,8,WIND,neso,2705.0
2026-06-30,9,WIND,elexon,2574
2026-06-30,9,WIND,neso,2644.0
2026-06-30,10,WIND,elexon,2705
2026-06-30,10,WIND,neso,2727.0
2026-06-30,11,WIND,elexon,2644
2026-06-30,11,WIND,neso,2866.0
2026-06-30,12,WIND,elexon,2727
2026-06-30,12,WIND,neso,3018.0
2026-06-30,13,WIND,elexon,2866
2026-06-30,13,WIND,neso,3221.0
2026-06-30,14,WIND,elexon,3018
2026-06-30,14,WIND,neso,2963.0
2026-06-30,15,WIND,elexon,3221
2026-06-30,15,WIND,neso,3021.0
2026-06-30,16,WIND,elexon,2963
2026-06-30,16,WIND,neso,2968.0
2026-06-30,17,WIND,elexon,3021
2026-06-30,17,WIND,neso,3071.0
2026-06-30,18,WIND,elexon,2968
2026-06-30,18,WIND,neso,3407.0
2026-06-30,19,WIND,elexon,3071
2026-06-30,19,WIND,neso,3404.0
2026-06-30,20,WIND,elexon,3407
2026-06-30,20,WIND,neso,3466.0
2026-06-30,21,WIND,elexon,3404
2026-06-30,21,WIND,neso,3381.0
2026-06-30,22,WIND,elexon,3466
2026-06-30,22,WIND,neso,3530.0
2026-06-30,23,WIND,elexon,3381
2026-06-30,23,WIND,neso,3486.0
2026-06-30,24,WIND,elexon,3530
2026-06-30,24,WIND,neso,3423.0
2026-06-30,25,WIND,elexon,3486
2026-06-30,25,WIND,neso,3249.0
2026-06-30,26,WIND,elexon,3423
2026-06-30,26,WIND,neso,3084.0
2026-06-30,27,WIND,elexon,3249
2026-06-30,27,WIND,neso,3079.0
2026-06-30,28,WIND,elexon,3084
2026-06-30,28,WIND,neso,3044.0
2026-06-30,29,WIND,elexon,3079
2026-06-30,29,WIND,neso,3066.0
2026-06-30,30,WIND,elexon,3044
2026-06-30,30,WIND,neso,2734.0
2026-06-30,31,WIND,elexon,3066
2026-06-30,31,WIND,neso,2446.0
2026-06-30,32,WIND,elexon,2734
2026-06-30,32,WIND,neso,2335.0
2026-06-30,33,WIND,elexon,2446
2026-06-30,33,WIND,neso,2361.0
2026-06-30,34,WIND,elexon,2335
2026-06-30,34,WIND,neso,2344.0
2026-06-30,35,WIND,elexon,2361
2026-06-30,35,WIND,neso,2107.0
2026-06-30,36,WIND,elexon,2344
2026-06-30,36,WIND,neso,2200.0
2026-06-30,37,WIND,elexon,2107
2026-06-30,37,WIND,neso,2181.0
2026-06-30,38,WIND,elexon,2200
2026-06-30,38,WIND,neso,2066.0
2026-06-30,39,WIND,elexon,2181
2026-06-30,39,WIND,neso,1957.0
2026-06-30,40,WIND,elexon,2066
2026-06-30,40,WIND,neso,1991.0
2026-06-30,41,WIND,elexon,1957
2026-06-30,41,WIND,neso,2077.0
2026-06-30,42,WIND,elexon,1991
2026-06-30,42,WIND,neso,1919.0
2026-06-30,43,WIND,elexon,2077
2026-06-30,43,WIND,neso,1741.0
2026-06-30,44,WIND,elexon,1919
2026-06-30,44,WIND,neso,1552.0
2026-06-30,45,WIND,elexon,1741
2026-06-30,45,WIND,neso,1296.0
2026-06-30,46,WIND,elexon,1552
2026-06-30,46,WIND,neso,1214.0
2026-06-30,47,WIND,elexon,1296
2026-06-30,47,WIND,neso,1274.0
2026-06-30,48,WIND,elexon,1214
2026-06-30,48,WIND,neso,1269.0
2026-07-01,1,WIND,elexon,1274
2026-07-01,1,WIND,neso,1285.0
2026-07-01,2,WIND,elexon,1269
2026-07-01,2,WIND,neso,1388.0
2026-07-01,3,WIND,elexon,1285
2026-07-01,3,WIND,neso,1311.0
2026-07-01,4,WIND,elexon,1388
2026-07-01,4,WIND,neso,1329.0
2026-07-01,5,WIND,elexon,1311
2026-07-01,5,WIND,neso,1340.0
2026-07-01,6,WIND,elexon,1329
2026-07-01,6,WIND,neso,1282.0
2026-07-01,7,WIND,elexon,1340
2026-07-01,7,WIND,neso,1248.0
2026-07-01,8,WIND,elexon,1282
2026-07-01,8,WIND,neso,1166.0
2026-07-01,9,WIND,elexon,1248
2026-07-01,9,WIND,neso,1130.0
2026-07-01,10,WIND,elexon,1166
2026-07-01,10,WIND,neso,1087.0
2026-07-01,11,WIND,elexon,1130
2026-07-01,11,WIND,neso,1017.0
2026-07-01,12,WIND,elexon,1087
2026-07-01,12,WIND,neso,967.0
2026-07-01,13,WIND,elexon,1017
2026-07-01,13,WIND,neso,872.0
2026-07-01,14,WIND,elexon,967
2026-07-01,14,WIND,neso,802.0
2026-07-01,15,WIND,elexon,872
2026-07-01,15,WIND,neso,667.0
2026-07-01,16,WIND,elexon,802
2026-07-01,16,WIND,neso,548.0
2026-07-01,17,WIND,elexon,667
2026-07-01,17,WIND,neso,540.0
2026-07-01,18,WIND,elexon,548
2026-07-01,18,WIND,neso,533.0
2026-07-01,19,WIND,elexon,540
2026-07-01,19,WIND,neso,560.0
2026-07-01,20,WIND,elexon,533
2026-07-01,20,WIND,neso,561.0
2026-07-01,21,WIND,elexon,560
2026-07-01,21,WIND,neso,561.0
2026-07-01,22,WIND,elexon,561
2026-07-01,22,WIND,neso,677.0
2026-07-01,23,WIND,elexon,561
2026-07-01,23,WIND,neso,911.0
2026-07-01,24,WIND,elexon,677
2026-07-01,24,WIND,neso,1099.0
2026-07-01,25,WIND,elexon,911
2026-07-01,25,WIND,neso,1353.0
2026-07-01,26,WIND,elexon,1099
2026-07-01,26,WIND,neso,1805.0
2026-07-01,27,WIND,elexon,1353
2026-07-01,27,WIND,neso,2301.0
2026-07-01,28,WIND,elexon,1805
2026-07-01,28,WIND,neso,2834.0
2026-07-01,29,WIND,elexon,2301
2026-07-01,29,WIND,neso,3535.0
2026-07-01,30,WIND,elexon,2834
2026-07-01,30,WIND,neso,4196.0
2026-07-01,31,WIND,elexon,3535
2026-07-01,31,WIND,neso,4798.0
2026-07-01,32,WIND,elexon,4196
2026-07-01,32,WIND,neso,5655.0
2026-07-01,33,WIND,elexon,4798
2026-07-01,33,WIND,neso,5926.0
2026-07-01,34,WIND,elexon,5655
2026-07-01,34,WIND,neso,6533.0
2026-07-01,35,WIND,elexon,5926
2026-07-01,35,WIND,neso,7497.0
2026-07-01,36,WIND,elexon,6533
2026-07-01,36,WIND,neso,7760.0
2026-07-01,37,WIND,elexon,7497
2026-07-01,37,WIND,neso,8284.0
2026-07-01,38,WIND,elexon,7760
2026-07-01,38,WIND,neso,8658.0
2026-07-01,39,WIND,elexon,8284
2026-07-01,39,WIND,neso,8884.0
2026-07-01,40,WIND,elexon,8658
2026-07-01,40,WIND,neso,9092.0
2026-07-01,41,WIND,elexon,8884
2026-07-01,41,WIND,neso,8949.0
2026-07-01,42,WIND,elexon,9092
2026-07-01,42,WIND,neso,8638.0
2026-07-01,43,WIND,elexon,8949
2026-07-01,43,WIND,neso,8676.0
2026-07-01,44,WIND,elexon,8638
2026-07-01,44,WIND,neso,9265.0
2026-07-01,45,WIND,elexon,8676
2026-07-01,45,WIND,neso,10342.0
2026-07-01,46,WIND,elexon,9265
2026-07-01,46,WIND,neso,11332.0
2026-07-01,47,WIND,elexon,10342
2026-07-01,47,WIND,neso,12210.0
2026-07-01,48,WIND,elexon,11332
2026-07-01,48,WIND,neso,13154.0
2026-07-02,1,WIND,elexon,12210
2026-07-02,1,WIND,neso,13764.0
2026-07-02,2,WIND,elexon,13154
2026-07-02,2,WIND,neso,13858.0
2026-07-02,3,WIND,elexon,13764
2026-07-02,3,WIND,neso,13941.0
2026-07-02,4,WIND,elexon,13858
2026-07-02,4,WIND,neso,14221.0
2026-07-02,5,WIND,elexon,13941
2026-07-02,5,WIND,neso,14567.0
2026-07-02,6,WIND,elexon,14221
2026-07-02,6,WIND,neso,14290.0
2026-07-02,7,WIND,elexon,14567
2026-07-02,7,WIND,neso,14592.0
2026-07-02,8,WIND,elexon,14290
2026-07-02,8,WIND,neso,14597.0
2026-07-02,9,WIND,elexon,14592
2026-07-02,9,WIND,neso,14525.0
2026-07-02,10,WIND,elexon,14597
2026-07-02,10,WIND,neso,14243.0
2026-07-02,11,WIND,elexon,14525
2026-07-02,11,WIND,neso,14275.0
2026-07-02,12,WIND,elexon,14243
2026-07-02,12,WIND,neso,14469.0
2026-07-02,13,WIND,elexon,14275
2026-07-02,13,WIND,neso,14108.0
2026-07-02,14,WIND,elexon,14469
2026-07-02,14,WIND,neso,14186.0
2026-07-02,15,WIND,elexon,14108
2026-07-02,15,WIND,neso,14300.0
2026-07-02,16,WIND,elexon,14186
2026-07-02,16,WIND,neso,14232.0
2026-07-02,17,WIND,elexon,14300
2026-07-02,17,WIND,neso,14364.0
2026-07-02,18,WIND,elexon,14232
2026-07-02,18,WIND,neso,14456.0
2026-07-02,19,WIND,elexon,14364
2026-07-02,19,WIND,neso,14349.0
2026-07-02,20,WIND,elexon,14456
2026-07-02,20,WIND,neso,14075.0
2026-07-02,21,WIND,elexon,14349
2026-07-02,21,WIND,neso,13818.0
2026-07-02,22,WIND,elexon,14075
2026-07-02,22,WIND,neso,13381.0
2026-07-02,23,WIND,elexon,13818
2026-07-02,23,WIND,neso,13196.0
2026-07-02,24,WIND,elexon,13381
2026-07-02,24,WIND,neso,13210.0
2026-07-02,25,WIND,elexon,13196
2026-07-02,25,WIND,neso,12832.0
2026-07-02,26,WIND,elexon,13210
2026-07-02,26,WIND,neso,12481.0
2026-07-02,27,WIND,elexon,12832
2026-07-02,27,WIND,neso,12063.0
2026-07-02,28,WIND,elexon,12481
2026-07-02,28,WIND,neso,11777.0
2026-07-02,29,WIND,elexon,12063
2026-07-02,29,WIND,neso,11440.0
2026-07-02,30,WIND,elexon,11777
2026-07-02,30,WIND,neso,11587.0
2026-07-02,31,WIND,elexon,11440
2026-07-02,31,WIND,neso,11490.0
2026-07-02,32,WIND,elexon,11587
2026-07-02,32,WIND,neso,10080.0
2026-07-02,33,WIND,elexon,11490
2026-07-02,33,WIND,neso,9648.0
2026-07-02,34,WIND,elexon,10080
2026-07-02,34,WIND,neso,9685.0
2026-07-02,35,WIND,elexon,9648
2026-07-02,35,WIND,neso,9017.0
2026-07-02,36,WIND,elexon,9685
2026-07-02,36,WIND,neso,8749.0
2026-07-02,37,WIND,elexon,9017
2026-07-02,37,WIND,neso,8169.0
2026-07-02,38,WIND,elexon,8749
2026-07-02,38,WIND,neso,7554.0
2026-07-02,39,WIND,elexon,8169
2026-07-02,39,WIND,neso,7033.0
2026-07-02,40,WIND,elexon,7554
2026-07-02,40,WIND,neso,6790.0
2026-07-02,41,WIND,elexon,7033
2026-07-02,41,WIND,neso,7103.0
2026-07-02,42,WIND,elexon,6790
2026-07-02,42,WIND,neso,7288.0
2026-07-02,43,WIND,elexon,7103
2026-07-02,43,WIND,neso,7694.0
2026-07-02,44,WIND,elexon,7288
2026-07-02,44,WIND,neso,7707.0
2026-07-02,45,WIND,elexon,7694
2026-07-02,45,WIND,neso,7486.0
2026-07-02,46,WIND,elexon,7707
2026-07-02,46,WIND,neso,7905.0
2026-07-02,47,WIND,elexon,7486
2026-07-02,47,WIND,neso,7887.0
2026-07-02,48,WIND,elexon,7905
2026-07-02,48,WIND,neso,7877.0
2026-07-03,1,WIND,elexon,7887
2026-07-03,1,WIND,neso,7820.0
2026-07-03,2,WIND,elexon,7877
2026-07-03,2,WIND,neso,7786.0
2026-07-03,3,WIND,elexon,7820
2026-07-03,3,WIND,neso,7823.0
2026-07-03,4,WIND,elexon,7786
2026-07-03,4,WIND,neso,7720.0
2026-07-03,5,WIND,elexon,7823
2026-07-03,5,WIND,neso,7214.0
2026-07-03,6,WIND,elexon,7720
2026-07-03,6,WIND,neso,7065.0
2026-07-03,7,WIND,elexon,7214
2026-07-03,7,WIND,neso,6860.0
2026-07-03,8,WIND,elexon,7065
2026-07-03,8,WIND,neso,6537.0
2026-07-03,9,WIND,elexon,6860
2026-07-03,9,WIND,neso,6297.0
2026-07-03,10,WIND,elexon,6537
2026-07-03,10,WIND,neso,6251.0
2026-07-03,11,WIND,elexon,6297
2026-07-03,11,WIND,neso,6071.0
2026-07-03,12,WIND,elexon,6251
2026-07-03,12,WIND,neso,6139.0
2026-07-03,13,WIND,elexon,6071
2026-07-03,13,WIND,neso,6041.0
2026-07-03,14,WIND,elexon,6139
2026-07-03,14,WIND,neso,5843.0
2026-07-03,15,WIND,elexon,6041
2026-07-03,15,WIND,neso,5820.0
2026-07-03,16,WIND,elexon,5843
2026-07-03,16,WIND,neso,5396.0
2026-07-03,17,WIND,elexon,5820
2026-07-03,17,WIND,neso,5248.0
2026-07-03,18,WIND,elexon,5396
2026-07-03,18,WIND,neso,4913.0
2026-07-03,19,WIND,elexon,5248
2026-07-03,19,WIND,neso,4401.0
2026-07-03,20,WIND,elexon,4913
2026-07-03,20,WIND,neso,4153.0
2026-07-03,21,WIND,elexon,4401
2026-07-03,21,WIND,neso,4231.0
2026-07-03,22,WIND,elexon,4153
2026-07-03,22,WIND,neso,4200.0
2026-07-03,23,WIND,elexon,4231
2026-07-03,23,WIND,neso,4279.0
2026-07-03,24,WIND,elexon,4200
2026-07-03,24,WIND,neso,4277.0
2026-07-03,25,WIND,elexon,4279
2026-07-03,25,WIND,neso,4194.0
2026-07-03,26,WIND,elexon,4277
2026-07-03,26,WIND,neso,4311.0
2026-07-03,27,WIND,elexon,4194
2026-07-03,27,WIND,neso,4249.0
2026-07-03,28,WIND,elexon,4311
2026-07-03,28,WIND,neso,3899.0
2026-07-03,29,WIND,elexon,4249
2026-07-03,29,WIND,neso,3653.0
2026-07-03,30,WIND,elexon,3899
2026-07-03,30,WIND,neso,3752.0
2026-07-03,31,WIND,elexon,3653
2026-07-03,31,WIND,neso,4108.0
2026-07-03,32,WIND,elexon,3752
2026-07-03,32,WIND,neso,4260.0
2026-07-03,33,WIND,elexon,4108
2026-07-03,33,WIND,neso,4749.0
2026-07-03,34,WIND,elexon,4260
2026-07-03,34,WIND,neso,5112.0
2026-07-03,35,WIND,elexon,4749
2026-07-03,35,WIND,neso,5478.0
2026-07-03,36,WIND,elexon,5112
2026-07-03,36,WIND,neso,5812.0
2026-07-03,37,WIND,elexon,5478
2026-07-03,37,WIND,neso,6426.0
2026-07-03,38,WIND,elexon,5812
2026-07-03,38,WIND,neso,6619.0
2026-07-03,39,WIND,elexon,6426
2026-07-03,39,WIND,neso,6473.0
2026-07-03,40,WIND,elexon,6619
2026-07-03,40,WIND,neso,6455.0
2026-07-03,41,WIND,elexon,6473
2026-07-03,41,WIND,neso,6592.0
2026-07-03,42,WIND,elexon,6455
2026-07-03,42,WIND,neso,6745.0
2026-07-03,43,WIND,elexon,6592
2026-07-03,43,WIND,neso,7105.0
2026-07-03,44,WIND,elexon,6745
2026-07-03,44,WIND,neso,7024.0
2026-07-03,45,WIND,elexon,7105
2026-07-03,45,WIND,neso,6797.0
2026-07-03,46,WIND,elexon,7024
2026-07-03,46,WIND,neso,6470.0
2026-07-03,47,WIND,elexon,6797
2026-07-03,47,WIND,neso,6351.0
2026-07-03,48,WIND,elexon,6470
2026-07-03,48,WIND,neso,6766.0
2026-07-04,1,WIND,elexon,6351
2026-07-04,1,WIND,neso,7194.0
2026-07-04,2,WIND,elexon,6766
2026-07-04,2,WIND,neso,7597.0
2026-07-04,3,WIND,elexon,7194
2026-07-04,3,WIND,neso,8264.0
2026-07-04,4,WIND,elexon,7597
2026-07-04,4,WIND,neso,8560.0
2026-07-04,5,WIND,elexon,8264
2026-07-04,5,WIND,neso,8490.0
2026-07-04,6,WIND,elexon,8560
2026-07-04,6,WIND,neso,9070.0
2026-07-04,7,WIND,elexon,8490
2026-07-04,7,WIND,neso,9600.0
2026-07-04,8,WIND,elexon,9070
2026-07-04,8,WIND,neso,10454.0
2026-07-04,9,WIND,elexon,9600
2026-07-04,9,WIND,neso,11148.0
2026-07-04,10,WIND,elexon,10454
2026-07-04,10,WIND,neso,11232.0
2026-07-04,11,WIND,elexon,11148
2026-07-04,11,WIND,neso,10922.0
2026-07-04,12,WIND,elexon,11232
2026-07-04,12,WIND,neso,10777.0
2026-07-04,13,WIND,elexon,10922
2026-07-04,13,WIND,neso,10820.0
2026-07-04,14,WIND,elexon,10777
2026-07-04,14,WIND,neso,11209.0
2026-07-04,15,WIND,elexon,10820
2026-07-04,15,WIND,neso,10994.0
2026-07-04,16,WIND,elexon,11209
2026-07-04,16,WIND,neso,11122.0
2026-07-04,17,WIND,elexon,10994
2026-07-04,17,WIND,neso,11527.0
2026-07-04,18,WIND,elexon,11122
2026-07-04,18,WIND,neso,11832.0
2026-07-04,19,WIND,elexon,11527
2026-07-04,19,WIND,neso,11725.0
2026-07-04,20,WIND,elexon,11832
2026-07-04,20,WIND,neso,11534.0
2026-07-04,21,WIND,elexon,11725
2026-07-04,21,WIND,neso,11290.0
2026-07-04,22,WIND,elexon,11534
2026-07-04,22,WIND,neso,11790.0
2026-07-04,23,WIND,elexon,11290
2026-07-04,23,WIND,neso,12320.0
2026-07-04,24,WIND,elexon,11790
2026-07-04,24,WIND,neso,12615.0
2026-07-04,25,WIND,elexon,12320
2026-07-04,25,WIND,neso,12523.0
2026-07-04,26,WIND,elexon,12615
2026-07-04,26,WIND,neso,12435.0
2026-07-04,27,WIND,elexon,12523
2026-07-04,27,WIND,neso,12510.0
2026-07-04,28,WIND,elexon,12435
2026-07-04,28,WIND,neso,12881.0
2026-07-04,29,WIND,elexon,12510
2026-07-04,29,WIND,neso,12750.0
2026-07-04,30,WIND,elexon,12881
2026-07-04,30,WIND,neso,12549.0
2026-07-04,31,WIND,elexon,12750
2026-07-04,31,WIND,neso,12386.0
2026-07-04,32,WIND,elexon,12549
2026-07-04,32,WIND,neso,12429.0
2026-07-04,33,WIND,elexon,12386
2026-07-04,33,WIND,neso,12374.0
2026-07-04,34,WIND,elexon,12429
2026-07-04,34,WIND,neso,12261.0
2026-07-04,35,WIND,elexon,12374
2026-07-04,35,WIND,neso,11999.0
2026-07-04,36,WIND,elexon,12261
2026-07-04,36,WIND,neso,11580.0
2026-07-04,37,WIND,elexon,11999
2026-07-04,37,WIND,neso,11225.0
2026-07-04,38,WIND,elexon,11580
2026-07-04,38,WIND,neso,10742.0
2026-07-04,39,WIND,elexon,11225
2026-07-04,39,WIND,neso,10441.0
2026-07-04,40,WIND,elexon,10742
2026-07-04,40,WIND,neso,10173.0
2026-07-04,41,WIND,elexon,10441
2026-07-04,41,WIND,neso,9897.0
2026-07-04,42,WIND,elexon,10173
2026-07-04,42,WIND,neso,9707.0
2026-07-04,43,WIND,elexon,9897
2026-07-04,43,WIND,neso,9869.0
2026-07-04,44,WIND,elexon,9707
2026-07-04,44,WIND,neso,10171.0
2026-07-04,45,WIND,elexon,9869
2026-07-04,45,WIND,neso,10571.0
2026-07-04,46,WIND,elexon,10171
2026-07-04,46,WIND,neso,11322.0
2026-07-04,47,WIND,elexon,10571
2026-07-04,47,WIND,neso,11204.0
2026-07-04,48,WIND,elexon,11322
2026-07-04,48,WIND,neso,10764.0
2026-07-05,1,WIND,elexon,11204
2026-07-05,1,WIND,neso,10509.0
2026-07-05,2,WIND,elexon,10764
2026-07-05,2,WIND,neso,10162.0
2026-07-05,3,WIND,elexon,10509
2026-07-05,3,WIND,neso,10042.0
2026-07-05,4,WIND,elexon,10162
2026-07-05,4,WIND,neso,10069.0
2026-07-05,5,WIND,elexon,10042
2026-07-05,5,WIND,neso,9351.0
2026-07-05,6,WIND,elexon,10069
2026-07-05,6,WIND,neso,8812.0
2026-07-05,7,WIND,elexon,9351
2026-07-05,7,WIND,neso,8387.0
2026-07-05,8,WIND,elexon,8812
2026-07-05,8,WIND,neso,7816.0
2026-07-05,9,WIND,elexon,8387
2026-07-05,9,WIND,neso,6984.0
2026-07-05,10,WIND,elexon,7816
2026-07-05,10,WIND,neso,6681.0
2026-07-05,11,WIND,elexon,6984
2026-07-05,11,WIND,neso,6134.0
2026-07-05,12,WIND,elexon,6681
2026-07-05,12,WIND,neso,5837.0
2026-07-05,13,WIND,elexon,6134
2026-07-05,13,WIND,neso,5406.0
2026-07-05,14,WIND,elexon,5837
2026-07-05,14,WIND,neso,4573.0
2026-07-05,15,WIND,elexon,5406
2026-07-05,15,WIND,neso,4491.0
2026-07-05,16,WIND,elexon,4573
2026-07-05,16,WIND,neso,4805.0
2026-07-05,17,WIND,elexon,4491
2026-07-05,17,WIND,neso,4788.0
2026-07-05,18,WIND,elexon,4805
2026-07-05,18,WIND,neso,4454.0
2026-07-05,19,WIND,elexon,4788
2026-07-05,19,WIND,neso,3981.0
2026-07-05,20,WIND,elexon,4454
2026-07-05,20,WIND,neso,3625.0
2026-07-05,21,WIND,elexon,3981
2026-07-05,21,WIND,neso,3327.0
2026-07-05,22,WIND,elexon,3625
2026-07-05,22,WIND,neso,3488.0
2026-07-05,23,WIND,elexon,3327
2026-07-05,23,WIND,neso,3769.0
2026-07-05,24,WIND,elexon,3488
2026-07-05,24,WIND,neso,4483.0
2026-07-05,25,WIND,elexon,3769
2026-07-05,25,WIND,neso,4844.0
2026-07-05,26,WIND,elexon,4483
2026-07-05,26,WIND,neso,5133.0
2026-07-05,27,WIND,elexon,4844
2026-07-05,27,WIND,neso,5542.0
2026-07-05,28,WIND,elexon,5133
2026-07-05,28,WIND,neso,5929.0
2026-07-05,29,WIND,elexon,5542
2026-07-05,29,WIND,neso,6033.0
2026-07-05,30,WIND,elexon,5929
2026-07-05,30,WIND,neso,5428.0
2026-07-05,31,WIND,elexon,6033
2026-07-05,31,WIND,neso,4640.0
2026-07-05,32,WIND,elexon,5428
2026-07-05,32,WIND,neso,4832.0
2026-07-05,33,WIND,elexon,4640
2026-07-05,33,WIND,neso,5297.0
2026-07-05,34,WIND,elexon,4832
2026-07-05,34,WIND,neso,5512.0
2026-07-05,35,WIND,elexon,5297
2026-07-05,35,WIND,neso,5778.0
2026-07-05,36,WIND,elexon,5512
2026-07-05,36,WIND,neso,5875.0
2026-07-05,37,WIND,elexon,5778
2026-07-05,37,WIND,neso,5973.0
2026-07-05,38,WIND,elexon,5875
2026-07-05,38,WIND,neso,5934.0
2026-07-05,39,WIND,elexon,5973
2026-07-05,39,WIND,neso,5766.0
2026-07-05,40,WIND,elexon,5934
2026-07-05,40,WIND,neso,5591.0
2026-07-05,41,WIND,elexon,5766
2026-07-05,41,WIND,neso,5713.0
2026-07-05,42,WIND,elexon,5591
2026-07-05,42,WIND,neso,5976.0
2026-07-05,43,WIND,elexon,5713
2026-07-05,43,WIND,neso,6510.0
2026-07-05,44,WIND,elexon,5976
2026-07-05,44,WIND,neso,7355.0
2026-07-05,45,WIND,elexon,6510
2026-07-05,45,WIND,neso,8155.0
2026-07-05,46,WIND,elexon,7355
2026-07-05,46,WIND,neso,8509.0
2026-07-05,47,WIND,elexon,8155
2026-07-05,47,WIND,neso,8354.0
2026-07-05,48,WIND,elexon,8509
2026-07-05,48,WIND,neso,8146.0
2026-07-06,1,WIND,elexon,8354
2026-07-06,1,WIND,neso,8462.0
2026-07-06,2,WIND,elexon,8146
2026-07-06,2,WIND,neso,8623.0
2026-07-06,3,WIND,elexon,8462
2026-07-06,3,WIND,neso,8709.0
2026-07-06,4,WIND,elexon,8623
2026-07-06,4,WIND,neso,8821.0
2026-07-06,5,WIND,elexon,8709
2026-07-06,5,WIND,neso,9270.0
2026-07-06,6,WIND,elexon,8821
2026-07-06,6,WIND,neso,9952.0
2026-07-06,7,WIND,elexon,9270
2026-07-06,7,WIND,neso,9972.0
2026-07-06,8,WIND,elexon,9952
2026-07-06,8,WIND,neso,10153.0
2026-07-06,9,WIND,elexon,9972
2026-07-06,9,WIND,neso,9980.0
2026-07-06,10,WIND,elexon,10153
2026-07-06,10,WIND,neso,9835.0
2026-07-06,11,WIND,elexon,9980
2026-07-06,11,WIND,neso,10273.0
2026-07-06,12,WIND,elexon,9835
2026-07-06,12,WIND,neso,10444.0
2026-07-06,13,WIND,elexon,10273
2026-07-06,13,WIND,neso,10220.0
2026-07-06,14,WIND,elexon,10444
2026-07-06,14,WIND,neso,10510.0
2026-07-06,15,WIND,elexon,10220
2026-07-06,15,WIND,neso,10558.0
2026-07-06,16,WIND,elexon,10510
2026-07-06,16,WIND,neso,10693.0
2026-07-06,17,WIND,elexon,10558
2026-07-06,17,WIND,neso,10650.0
2026-07-06,18,WIND,elexon,10693
2026-07-06,18,WIND,neso,10699.0
2026-07-06,19,WIND,elexon,10650
2026-07-06,19,WIND,neso,10677.0
2026-07-06,20,WIND,elexon,10699
2026-07-06,20,WIND,neso,10439.0
2026-07-06,21,WIND,elexon,10677
2026-07-06,21,WIND,neso,9965.0
2026-07-06,22,WIND,elexon,10439
2026-07-06,22,WIND,neso,9576.0
2026-07-06,23,WIND,elexon,9965
2026-07-06,23,WIND,neso,9501.0
2026-07-06,24,WIND,elexon,9576
2026-07-06,24,WIND,neso,9576.0
2026-07-06,25,WIND,elexon,9501
2026-07-06,25,WIND,neso,9618.0
2026-07-06,26,WIND,elexon,9576
2026-07-06,26,WIND,neso,9712.0
2026-07-06,27,WIND,elexon,9618
2026-07-06,27,WIND,neso,9823.0
2026-07-06,28,WIND,elexon,9712
2026-07-06,28,WIND,neso,9775.0
