dataset,publishTime,startTime,settlementDate,settlementPeriod,fuelType,generation
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTEW,-378
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTFR,1506
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTGRNL,0
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTIFA2,992
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTIRL,-298
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTNED,1044
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTNEM,996
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTNSL,1398
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,INTVKL,1426
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,NPSHYD,410
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,NUCLEAR,3009
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,OCGT,1
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,OIL,0
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,OTHER,1177
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,PS,-642
FUELHH,2026-07-03T15:00:00Z,2026-07-03T14:30:00Z,2026-07-03,32,WIND,3752
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,BIOMASS,947
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,CCGT,2724
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,COAL,0
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTELEC,998
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTEW,-510
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTFR,1506
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTGRNL,0
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTIFA2,992
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTIRL,-320
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTNED,1042
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTNEM,996
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTNSL,1398
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,INTVKL,1426
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,NPSHYD,400
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,NUCLEAR,3013
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,OCGT,0
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,OIL,0
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,OTHER,1219
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,PS,-872
FUELHH,2026-07-03T14:30:00Z,2026-07-03T14:00:00Z,2026-07-03,31,WIND,3653
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,BIOMASS,942
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,CCGT,2610
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,COAL,0
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTELEC,998
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTEW,-532
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTFR,1506
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTGRNL,0
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTIFA2,992
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTIRL,-392
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTNED,1042
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTNEM,996
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTNSL,1398
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,INTVKL,1426
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,NPSHYD,366
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,NUCLEAR,3011
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,OCGT,0
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,OIL,0
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,OTHER,1141
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,PS,-808
FUELHH,2026-07-03T14:00:00Z,2026-07-03T13:30:00Z,2026-07-03,30,WIND,3899
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,BIOMASS,942
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,CCGT,2603
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,COAL,0
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTELEC,998
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTEW,-532
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTFR,1506
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTGRNL,0
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTIFA2,992
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTIRL,-380
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTNED,1040
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTNEM,996
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTNSL,1398
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,INTVKL,1426
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,NPSHYD,356
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,NUCLEAR,3007
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,OCGT,0
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,OIL,0
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,OTHER,776
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,PS,-872
FUELHH,2026-07-03T13:30:00Z,2026-07-03T13:00:00Z,2026-07-03,29,WIND,4249
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,BIOMASS,942
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,CCGT,2606
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,COAL,0
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTELEC,998
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTEW,-532
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTFR,1506
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTGRNL,0
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTIFA2,992
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTIRL,-426
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTNED,1044
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTNEM,996
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTNSL,1398
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,INTVKL,1426
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,NPSHYD,183
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,NUCLEAR,3009
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,OCGT,0
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,OIL,0
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,OTHER,810
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,PS,-880
FUELHH,2026-07-03T13:00:00Z,2026-07-03T12:30:00Z,2026-07-03,28,WIND,4311
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,BIOMASS,945
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,CCGT,2712
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,COAL,0
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTELEC,998
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTEW,-532
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTFR,1506
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTGRNL,0
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTIFA2,992
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTIRL,-452
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTNED,1046
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTNEM,996
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTNSL,1398
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,INTVKL,1426
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,NPSHYD,139
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,NUCLEAR,3006
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,OCGT,0
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,OIL,0
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,OTHER,863
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,PS,-708
FUELHH,2026-07-03T12:30:00Z,2026-07-03T12:00:00Z,2026-07-03,27,WIND,4194
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,BIOMASS,1046
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,CCGT,2648
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,COAL,0
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTELEC,998
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTEW,-532
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTFR,1504
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTGRNL,0
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTIFA2,992
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTIRL,-406
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTNED,1050
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTNEM,996
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTNSL,1398
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,INTVKL,1426
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,NPSHYD,148
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,NUCLEAR,3011
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,OCGT,0
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,OIL,0
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,OTHER,689
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,PS,-612
FUELHH,2026-07-03T12:00:00Z,2026-07-03T11:30:00Z,2026-07-03,26,WIND,4277
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,BIOMASS,1076
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,CCGT,2599
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,COAL,0
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTELEC,998
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTEW,-532
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTFR,1506
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTGRNL,0
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTIFA2,992
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTIRL,-450
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTNED,1050
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTNEM,996
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTNSL,1398
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,INTVKL,1426
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,NPSHYD,156
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,NUCLEAR,3005
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,OCGT,0
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,OIL,0
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,OTHER,779
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,PS,-52
FUELHH,2026-07-03T11:30:00Z,2026-07-03T11:00:00Z,2026-07-03,25,WIND,4279
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,BIOMASS,1129
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,CCGT,2579
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,COAL,0
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTELEC,998
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTEW,-532
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTFR,1506
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTGRNL,0
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTIFA2,992
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTIRL,-414
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTNED,1048
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTNEM,996
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTNSL,1398
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,INTVKL,1426
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,NPSHYD,259
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,NUCLEAR,3010
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,OCGT,0
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,OIL,0
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,OTHER,610
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,PS,84
FUELHH,2026-07-03T11:00:00Z,2026-07-03T10:30:00Z,2026-07-03,24,WIND,4200
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,BIOMASS,1118
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,CCGT,2814
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,COAL,0
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTELEC,998
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTEW,-528
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTFR,1506
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTGRNL,0
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTIFA2,992
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTIRL,-452
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTNED,1048
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTNEM,996
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTNSL,1398
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,INTVKL,1426
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,NPSHYD,338
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,NUCLEAR,3013
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,OCGT,0
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,OIL,0
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,OTHER,779
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,PS,102
FUELHH,2026-07-03T10:30:00Z,2026-07-03T10:00:00Z,2026-07-03,23,WIND,4231
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,BIOMASS,1015
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,CCGT,3029
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,COAL,0
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTELEC,998
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTEW,-482
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTFR,1506
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTGRNL,0
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTIFA2,992
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTIRL,-452
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTNED,1046
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTNEM,996
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTNSL,1398
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,INTVKL,1426
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,NPSHYD,368
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,NUCLEAR,3009
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,OCGT,0
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,OIL,0
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,OTHER,840
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,PS,136
FUELHH,2026-07-03T10:00:00Z,2026-07-03T09:30:00Z,2026-07-03,22,WIND,4153
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,BIOMASS,945
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,CCGT,2716
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,COAL,0
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTELEC,998
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTEW,-532
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTFR,1506
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTGRNL,0
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTIFA2,992
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTIRL,-452
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTNED,1046
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTNEM,996
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTNSL,1398
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,INTVKL,1426
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,NPSHYD,294
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,NUCLEAR,3004
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,OCGT,0
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,OIL,0
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,OTHER,1244
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,PS,156
FUELHH,2026-07-03T09:30:00Z,2026-07-03T09:00:00Z,2026-07-03,21,WIND,4401
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,BIOMASS,1463
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,CCGT,2750
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,COAL,0
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTELEC,998
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTEW,-532
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTFR,1506
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTGRNL,0
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTIFA2,992
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTIRL,-452
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTNED,1048
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTNEM,996
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTNSL,1398
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,INTVKL,1426
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,NPSHYD,199
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,NUCLEAR,3001
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,OCGT,0
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,OIL,0
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,OTHER,1341
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,PS,124
FUELHH,2026-07-03T09:00:00Z,2026-07-03T08:30:00Z,2026-07-03,20,WIND,4913
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,BIOMASS,1972
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,CCGT,2537
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,COAL,0
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,INTELEC,998
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,INTEW,-532
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,INTFR,1506
FUELHH,2026-07-03T08:30:00Z,2026-07-03T08:00:00Z,2026-07-03,19,INTGRNL,0
